topic,data_imp,data_skill
id_EBA,Very important,Beginner
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,Not Important,NA
id_EBA,Somewhat important,NA
id_EBA,Very important,Beginner
id_EBA,Not Important,NA
id_EBA,Very important,Proficient
id_EBA,Moderately important,Unable to perform
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,Moderately important,Proficient
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,Very important,Proficient
id_EBA,Moderately important,Proficient
id_EBA,Very important,Proficient
id_EBA,Very important,Expert
id_EBA,Very important,Proficient
id_EBA,NA,NA
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,Somewhat important,NA
id_EBA,Very important,Proficient
id_EBA,Moderately important,Beginner
id_EBA,Moderately important,Proficient
id_EBA,Very important,Beginner
id_EBA,Not Important,NA
id_EBA,Somewhat important,NA
id_EBA,Very important,Proficient
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,Somewhat important,NA
id_EBA,Very important,Proficient
id_EBA,NA,NA
id_EBA,Moderately important,Beginner
id_EBA,Not Important,NA
id_EBA,Not Important,NA
id_EBA,Very important,Proficient
id_EBA,Moderately important,Proficient
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,NA,NA
id_EBA,Very important,Proficient
id_EBA,Not Important,NA
id_EBA,Moderately important,Proficient
id_EBA,Moderately important,Beginner
id_EBA,Very important,Proficient
id_EBA,Very important,Proficient
id_EBA,Very important,Beginner
id_EBA,Not Important,NA
id_EBA,Moderately important,Beginner
id_EBA,Very important,Beginner
id_EBA,NA,NA
id_EBA,Very important,Beginner
id_EBA,Somewhat important,NA
id_EBA,Very important,Proficient
id_EBA,Moderately important,Proficient
id_EBA,Moderately important,Beginner
id_EBA,Very important,Beginner
id_EBA,Moderately important,Proficient
id_EBA,Very important,Proficient
id_EBA,Somewhat important,NA
id_EBA,Very important,Proficient
id_EBA,Moderately important,Beginner
id_EBA,Very important,Expert
id_EBA,Very important,Proficient
id_EBA,Somewhat important,NA
id_EBA,Very important,Proficient
id_EBA,NA,NA
id_EBA,Very important,Expert
id_EBA,Somewhat important,NA
id_EBA,Very important,Expert
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,Very important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Proficient
apply_EBA,Moderately important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,Moderately important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Proficient
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Beginner
apply_EBA,Moderately important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Beginner
apply_EBA,NA,NA
apply_EBA,Somewhat important,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Somewhat important,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Somewhat important,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Expert
apply_EBA,Moderately important,Proficient
apply_EBA,Moderately important,Proficient
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Beginner
apply_EBA,NA,NA
apply_EBA,Somewhat important,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Beginner
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Proficient
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,Somewhat important,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Beginner
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Somewhat important,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Very important,Expert
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,Moderately important,Proficient
apply_EBA,NA,NA
apply_EBA,NA,NA
apply_EBA,NA,NA
